"22126B",3.20,4.40,5.40,3.20,3.80,4.60,3.20,3.80,4.60,3.00,4.00,4.60,2.60,3.20,3.60,2.60,3.60,4.00,2.80,3.60,4.40,2.80,3.40,5.20,3.00,4.20,5.40,3.20,4.00,5.00,3.40,3.80,4.80,2.60,3.80,5.40,2.60,3.20,3.40,2.60,3.00,3.40,2.60,3.00,3.80,2.00,2.20,2.00,2.20,2.60,2.60,2.00,2.20,2.40,2.60,3.00,3.80,1.00,1.00,0.20,3.20,4.20,5.40,3.40,4.00,4.40,1.20,1.20,0.80,2.00,3.00,4.20,2.40,2.60,4.20,2.40,2.60,3.20,3.00,3.80,5.20,2.40,3.40,4.80,2.40,2.80,2.80,1.80,2.40,2.20,2.00,2.00,2.00,1.20,1.20,1.20,1.20,1.20,0.80,2.80,3.60,4.60,2.00,2.20,2.60,1.40,1.40,1.60,2.20,2.80,3.40,1.60,1.80,1.60,2.60,3.00,3.60,2.00,2.20,2.20,1.00,1.00,0.20,2.40,3.00,4.40
"22127",3.33,4.16,4.66,3.33,4.16,5.00,3.00,3.83,4.16,2.83,3.66,4.00,3.00,3.83,4.16,3.16,3.83,4.16,2.83,3.83,4.16,3.00,3.83,4.66,3.16,4.33,5.16,2.83,4.00,4.83,3.16,4.50,5.00,3.33,4.66,6.00,2.50,3.16,3.50,1.66,2.16,2.33,2.83,3.33,4.33,2.00,1.66,1.50,2.83,3.16,2.83,1.33,1.83,1.16,3.66,5.00,6.50,1.00,1.00,0.16,3.00,4.50,5.00,3.16,3.83,4.50,1.33,1.50,0.83,2.00,2.66,3.00,3.00,3.83,4.50,2.33,3.33,3.66,3.00,4.00,5.00,3.00,4.00,4.83,2.66,3.33,3.66,1.66,1.66,1.66,1.83,2.16,2.33,1.66,2.66,2.00,2.00,2.50,2.83,2.00,2.66,3.00,2.33,2.66,3.33,2.50,3.83,3.33,1.83,2.00,1.66,2.16,2.83,2.50,3.33,4.66,5.33,2.50,3.00,3.33,1.33,1.33,1.16,2.33,3.16,3.50
"22128",3.00,4.60,5.60,2.80,4.20,5.20,3.20,4.20,5.00,2.00,2.60,3.00,2.80,3.40,4.20,2.40,3.00,3.80,2.60,3.40,3.80,3.40,4.60,5.40,3.40,4.20,5.00,2.80,4.20,4.60,2.80,3.20,4.00,2.60,3.60,4.60,2.40,3.00,3.00,3.00,3.40,4.40,2.40,3.20,4.20,2.20,2.40,2.20,2.20,2.20,2.20,1.60,1.80,1.60,2.40,3.00,3.80,1.20,1.40,0.60,2.40,2.80,3.00,2.80,3.80,4.00,1.20,1.40,1.00,1.20,1.40,1.20,2.80,4.00,4.20,2.00,2.40,3.40,3.20,4.60,5.40,2.00,2.60,3.00,2.40,2.60,3.20,1.60,1.80,1.20,1.60,1.80,1.60,1.40,1.40,1.00,1.00,1.00,0.00,2.80,3.60,4.60,1.80,2.20,2.00,1.60,2.00,1.40,2.60,3.20,3.80,1.60,1.80,2.00,2.80,4.20,4.60,2.20,2.60,2.40,1.20,1.60,1.00,2.00,2.40,2.80
"22132A",3.16,4.33,5.00,3.16,4.16,4.33,3.00,3.83,4.50,3.16,4.33,4.83,2.50,2.83,3.33,2.83,3.66,4.16,3.00,3.83,4.16,3.00,4.00,4.83,3.00,3.66,5.16,3.16,4.00,4.50,2.50,3.00,3.83,2.66,3.66,4.83,2.66,3.16,3.66,2.00,1.83,2.66,2.66,3.16,4.00,2.16,2.33,2.66,2.50,3.00,2.83,2.33,2.50,2.50,2.00,3.00,3.66,1.16,1.16,0.33,2.83,3.66,4.16,3.16,3.66,4.00,1.83,2.00,2.83,1.33,1.50,2.00,2.33,2.50,3.66,2.66,3.50,4.66,2.66,3.50,4.66,2.66,3.50,4.66,2.66,2.66,2.83,1.66,1.50,1.33,2.00,2.00,2.16,1.83,1.66,2.00,2.00,1.83,2.50,2.33,3.16,3.33,2.00,2.16,2.66,2.50,3.16,3.16,2.00,1.83,1.66,2.16,2.66,2.83,2.83,4.00,5.33,2.00,2.00,1.83,1.16,1.00,0.50,2.00,1.83,2.50
"22132B",3.16,4.33,4.83,3.00,4.16,4.00,3.16,4.16,4.33,2.66,3.50,4.33,2.50,3.00,3.66,2.66,3.00,3.50,2.83,3.33,4.16,2.66,3.50,3.83,3.16,3.83,5.00,3.16,4.16,4.50,2.16,2.83,3.33,3.00,3.50,4.50,2.33,2.66,3.33,2.16,1.83,2.33,2.50,3.16,3.50,2.50,2.50,2.83,2.33,2.50,2.50,2.16,2.33,2.00,2.00,2.16,2.16,1.16,1.16,0.33,2.33,3.66,4.33,2.50,3.33,3.50,1.50,1.50,1.00,1.66,1.66,1.50,2.50,2.66,3.16,2.50,3.50,4.00,2.83,3.33,4.16,2.83,3.66,4.66,2.66,2.66,3.33,2.16,2.33,2.66,2.00,2.33,2.66,1.66,1.50,1.50,2.33,2.66,3.00,1.83,2.16,2.16,2.16,2.00,2.16,2.33,3.33,4.33,2.16,2.00,2.33,2.66,3.00,3.33,2.83,3.50,4.83,2.16,2.16,2.33,1.16,1.16,0.33,1.83,1.83,1.66
"22132C",3.33,4.16,4.83,3.50,4.33,4.83,2.83,3.66,4.66,3.33,4.16,4.33,1.83,2.33,2.33,2.83,3.83,4.00,3.33,4.00,4.16,3.00,4.16,5.33,3.33,4.00,5.00,3.00,3.83,4.33,2.33,2.66,3.00,2.33,3.33,3.66,1.83,1.83,2.16,1.33,1.33,1.16,2.33,2.50,3.50,2.00,1.66,2.00,2.16,2.50,2.66,2.16,2.66,2.66,2.33,3.16,3.50,1.00,1.00,0.16,1.83,2.66,2.50,2.50,3.16,3.33,1.66,1.66,1.66,1.66,1.66,1.66,2.66,3.66,3.83,2.66,3.50,4.50,2.50,3.16,4.16,2.50,2.66,3.66,2.50,2.33,2.83,1.00,1.00,1.00,1.83,2.00,2.00,1.50,1.66,1.66,1.33,1.33,0.50,1.66,1.83,1.83,1.33,1.16,1.00,1.50,1.66,1.66,1.16,1.16,0.66,1.33,1.16,0.83,3.33,4.16,4.33,1.83,2.00,1.83,1.00,1.00,0.33,1.33,1.50,1.16
"22135",3.41,4.54,5.08,3.16,4.08,4.58,3.00,3.95,4.12,3.00,4.16,4.54,3.04,3.91,4.33,3.04,3.83,4.20,3.00,4.04,4.25,3.12,4.12,4.79,3.16,4.29,5.00,3.08,4.12,4.75,3.20,4.20,5.08,2.91,4.12,5.29,2.16,2.87,3.00,1.62,1.87,1.79,2.75,3.50,3.75,2.04,2.33,2.29,2.54,3.20,3.04,1.83,2.29,1.95,2.91,4.16,4.08,1.12,1.20,0.29,3.37,4.54,5.12,3.08,3.87,3.91,1.70,2.12,2.08,1.54,1.79,1.70,3.00,3.66,3.66,2.37,3.16,3.25,2.79,3.70,4.62,2.00,2.58,3.20,2.58,2.87,3.20,1.25,1.33,0.91,1.54,1.83,1.66,1.62,1.95,1.79,1.29,1.54,1.16,2.08,2.54,2.70,1.50,1.87,1.66,1.33,1.41,1.00,1.20,1.25,0.75,1.29,1.50,1.04,2.87,4.00,4.45,2.25,2.66,2.37,1.08,1.12,0.41,1.91,2.45,2.41
"22138",3.16,4.50,5.50,2.91,3.91,4.33,2.75,3.75,4.66,3.16,4.58,5.16,2.66,3.33,3.91,2.33,3.00,3.25,3.08,4.16,4.75,3.08,3.58,4.50,3.00,3.83,4.83,2.91,3.91,4.41,2.58,3.50,4.33,3.08,4.08,5.25,2.16,2.66,3.00,2.16,2.75,3.58,2.91,3.75,4.66,2.75,3.00,3.25,2.83,3.33,3.58,2.00,2.66,3.00,1.91,2.41,2.83,1.41,1.91,1.50,2.75,4.00,4.33,3.08,4.16,4.08,2.41,3.58,4.16,1.50,1.83,1.91,2.91,3.33,3.83,2.58,3.00,3.50,2.66,3.50,5.00,2.33,2.83,3.83,2.58,2.83,3.33,1.58,1.66,1.25,1.75,2.08,1.91,1.66,1.83,1.83,1.41,1.41,1.16,2.58,3.25,4.33,2.25,2.50,2.66,1.91,2.33,2.25,2.33,2.66,3.25,2.08,2.25,2.25,2.25,3.25,3.66,2.41,2.58,2.25,1.33,1.41,1.08,2.50,2.66,3.00
"22197",3.60,4.60,5.40,3.20,3.80,4.80,3.00,3.80,4.20,2.60,3.60,4.00,2.80,3.60,3.60,2.80,3.60,4.40,2.60,3.40,4.20,3.40,4.20,5.00,3.60,4.60,5.60,3.20,4.40,4.60,3.00,4.20,5.00,3.20,4.40,4.80,2.80,3.40,4.00,2.80,3.40,3.80,3.20,4.00,5.40,2.20,2.40,2.80,2.40,2.60,3.40,2.60,3.00,3.60,2.20,3.00,2.80,1.00,1.20,0.60,3.20,4.20,5.40,3.40,4.60,5.00,1.40,1.40,1.60,1.40,1.40,1.60,3.20,4.40,4.80,2.60,3.40,3.80,3.20,3.80,5.40,2.00,2.40,3.20,2.60,3.00,3.40,2.20,2.00,2.20,1.80,1.80,2.40,1.60,1.80,2.20,1.20,1.20,1.00,2.80,3.40,4.00,2.20,2.80,3.20,1.80,2.20,2.40,2.40,2.40,3.20,2.00,2.20,2.40,3.00,3.80,4.20,2.60,2.80,2.60,1.60,1.80,1.20,2.20,2.40,2.40
"22302",3.50,4.50,5.16,3.16,4.00,4.00,2.66,3.66,4.00,2.33,3.16,3.33,3.33,4.50,4.00,2.83,3.50,4.00,3.16,4.50,4.00,3.00,4.16,4.33,3.16,4.00,4.33,3.33,3.83,4.66,3.66,4.83,6.50,3.33,3.83,5.00,2.83,3.66,3.66,2.16,2.50,3.00,3.16,3.83,4.83,2.16,2.50,2.16,2.66,3.16,3.33,1.16,1.16,0.66,2.50,3.00,3.00,1.50,1.50,1.00,3.33,4.83,5.83,3.33,4.16,4.66,1.16,1.16,1.00,1.16,1.16,1.00,2.66,3.33,3.50,2.00,3.00,3.00,2.83,3.50,4.00,3.16,4.33,5.16,3.00,3.83,3.83,1.66,1.83,1.50,2.16,3.33,3.33,2.00,3.16,3.50,1.83,2.66,2.66,2.66,3.50,4.33,2.00,2.66,3.00,1.66,2.16,1.83,2.50,3.00,3.33,2.00,2.33,2.50,3.00,4.00,4.66,2.66,3.16,3.83,1.50,1.83,1.66,2.33,3.16,3.66
"22305",3.33,4.50,5.33,2.83,4.00,4.50,2.66,3.83,4.16,2.83,4.33,5.33,2.66,3.33,4.00,2.50,3.16,4.00,3.33,4.00,4.66,2.83,3.50,4.50,3.16,4.16,5.00,3.33,4.50,5.16,3.50,4.50,5.66,3.00,4.16,5.33,2.50,2.66,3.33,2.50,2.33,3.50,3.00,3.50,5.33,2.33,2.33,2.66,2.83,3.50,3.00,1.66,1.83,1.50,2.00,2.50,2.00,1.33,1.66,1.00,3.66,5.00,6.00,2.83,3.83,4.66,1.66,2.33,2.33,1.16,1.50,1.16,2.50,3.33,4.00,2.50,3.33,3.66,2.66,3.50,4.83,2.33,3.00,4.16,3.00,3.33,4.00,1.83,1.83,1.50,2.00,2.16,2.00,1.66,2.00,2.00,1.33,1.50,1.33,2.83,3.50,4.33,2.00,2.50,2.50,1.83,2.00,2.00,2.33,2.66,3.50,1.50,1.50,1.33,2.16,2.83,3.33,1.83,1.83,1.83,1.00,1.00,0.33,2.16,2.33,2.33
"22308",3.33,4.16,4.83,2.83,3.66,4.00,2.66,3.00,2.83,2.33,2.83,2.00,2.83,3.33,3.50,2.66,3.33,3.16,2.66,2.83,2.50,2.83,3.33,3.33,3.16,3.83,4.00,3.00,4.00,4.00,3.33,4.33,4.50,2.16,3.16,3.50,2.16,2.33,2.16,1.66,2.16,2.33,2.83,3.66,4.83,2.50,2.50,2.50,2.83,3.00,2.50,1.16,1.16,0.33,1.83,2.16,1.66,1.50,1.33,0.50,3.00,4.00,3.83,3.00,3.66,3.66,1.00,1.00,0.16,1.00,1.00,0.16,2.33,3.16,3.00,2.33,2.66,2.50,2.66,3.16,3.66,3.00,3.83,4.50,2.66,3.00,3.16,1.50,1.50,1.00,2.16,2.33,2.50,2.00,2.50,2.33,1.83,2.00,2.16,2.16,2.16,2.33,1.16,1.16,1.00,1.66,1.66,0.83,1.50,1.50,1.16,1.16,1.16,0.66,3.00,4.00,4.16,2.00,2.00,2.16,1.00,1.00,0.50,2.16,2.50,2.83
"22311A",3.66,4.66,4.66,3.33,3.83,3.83,2.50,2.83,2.50,2.00,2.33,1.66,2.83,3.33,2.33,2.50,2.83,2.33,2.66,3.00,2.66,3.00,3.66,3.33,2.50,3.83,3.66,2.66,3.00,2.83,2.33,2.83,2.66,2.50,3.16,3.16,1.50,1.66,0.83,1.16,1.16,0.33,2.33,2.66,2.66,1.83,2.00,2.00,2.00,2.33,2.16,1.66,1.83,1.33,1.66,2.00,1.83,2.00,2.50,1.83,3.16,3.66,3.83,3.00,3.50,2.66,1.16,1.16,0.33,1.00,1.00,0.50,3.16,3.83,3.16,2.16,2.16,1.83,1.50,1.50,1.50,1.50,1.50,1.00,1.33,1.16,0.50,1.00,1.00,0.33,1.00,1.00,0.33,1.16,1.16,0.33,1.16,1.33,0.33,1.16,1.00,0.33,1.00,1.00,0.33,1.00,1.16,0.50,1.00,1.00,0.16,1.33,1.16,0.50,1.00,1.00,0.16,1.33,1.50,0.83,1.00,1.00,0.16,1.00,1.00,0.16
"22311B",3.66,4.83,5.16,3.16,4.50,4.16,2.50,3.00,2.66,1.66,1.66,1.00,3.50,4.66,4.50,2.50,2.83,2.50,2.00,2.33,1.83,3.50,4.50,4.66,3.66,4.83,4.66,3.33,4.00,4.00,2.16,2.66,2.83,2.66,3.50,3.50,2.66,3.00,2.50,2.16,2.33,1.33,3.00,3.50,4.16,2.16,2.00,2.00,2.66,3.00,2.50,2.00,2.50,1.66,1.66,2.00,1.66,1.50,2.00,1.50,2.50,3.16,3.00,2.50,2.83,2.16,1.16,1.16,0.50,1.33,1.33,1.00,3.50,4.16,3.33,2.66,3.33,2.66,2.66,3.33,3.66,2.50,3.33,3.33,2.16,2.00,2.33,1.16,1.16,0.50,1.00,1.16,0.50,1.33,1.16,0.83,1.16,1.33,0.50,2.16,2.50,2.33,1.33,1.50,1.16,1.33,1.33,0.66,1.33,1.33,1.00,1.00,1.16,0.50,2.50,3.00,3.33,2.00,2.50,1.83,1.00,1.00,0.16,1.66,2.00,1.66
"22502",3.20,4.40,4.60,3.20,3.80,4.40,3.00,3.80,4.00,2.80,3.60,3.60,2.80,3.60,3.60,2.80,3.60,4.00,3.00,4.00,4.60,3.40,4.00,4.20,3.20,4.00,4.20,3.20,4.20,4.20,2.60,3.20,3.80,2.80,3.60,4.40,2.00,3.20,3.00,2.20,2.40,2.40,3.20,4.00,4.40,2.40,2.40,2.40,2.40,2.40,2.20,2.00,2.20,2.00,2.40,3.00,1.80,2.00,2.00,1.60,3.20,4.20,4.20,3.20,4.00,3.40,1.20,1.40,2.40,1.20,1.40,1.40,3.20,3.80,4.00,2.40,3.20,3.20,2.60,3.60,4.80,2.20,2.80,3.00,2.60,2.80,3.20,1.80,2.20,2.00,1.80,2.00,2.40,2.20,2.60,3.20,1.20,1.40,1.20,2.00,2.40,2.80,1.60,1.80,2.20,1.80,2.20,2.00,1.20,1.40,1.60,1.20,1.20,1.40,1.80,2.60,3.20,2.40,2.60,2.60,1.20,1.20,1.20,1.60,2.20,2.80
"22505A",3.00,4.00,3.40,2.80,3.20,3.40,2.40,3.00,3.00,3.00,3.60,4.00,2.00,2.00,1.80,2.00,2.00,1.80,2.40,2.80,3.00,2.00,2.20,2.40,2.20,2.40,2.40,2.00,2.40,2.40,2.00,2.00,2.60,2.60,3.60,4.00,1.20,1.20,0.60,1.40,1.20,0.40,1.80,1.80,1.40,2.60,2.40,2.40,3.20,3.20,3.20,2.80,3.00,3.00,2.40,3.00,4.20,2.20,1.60,1.00,2.80,3.40,3.80,2.20,2.60,2.60,2.20,2.00,1.80,3.60,4.40,5.20,2.00,3.20,3.60,2.00,1.40,1.00,2.40,2.80,3.40,1.80,1.80,1.40,1.60,1.60,1.00,1.60,1.60,0.80,1.40,1.40,0.60,1.00,1.20,0.20,1.20,1.00,0.00,1.40,1.40,0.80,1.40,1.20,0.60,1.20,1.40,1.00,1.20,1.20,0.20,1.40,1.60,0.60,1.60,1.60,1.00,1.80,1.80,1.40,1.00,1.20,0.20,1.40,1.60,1.00
"22505B",3.20,4.20,3.60,2.80,3.40,3.80,3.00,3.80,3.60,3.00,3.80,3.80,2.00,2.20,1.60,2.40,2.60,2.80,2.40,2.40,2.80,2.60,3.20,4.00,2.80,3.80,4.00,2.20,2.80,3.60,1.80,2.20,2.00,1.80,3.20,3.20,1.80,1.80,1.00,1.40,1.80,0.80,2.20,2.40,3.00,2.60,2.80,2.80,2.80,3.00,3.80,3.20,3.60,3.80,2.20,2.40,1.80,1.20,1.40,0.40,2.40,2.80,3.00,2.20,2.40,1.80,3.00,3.80,3.80,2.60,3.00,3.00,2.20,2.80,2.60,1.60,1.80,1.60,2.60,3.60,3.60,1.20,1.20,0.40,1.80,2.00,2.20,1.80,2.20,1.20,1.40,1.40,0.80,1.40,1.40,0.60,1.00,1.00,0.00,1.60,1.80,1.20,1.20,1.20,0.80,1.20,1.60,1.00,1.20,1.20,0.40,1.40,1.80,1.20,1.40,1.60,1.00,1.60,1.60,1.00,1.20,1.20,0.20,1.60,1.60,0.80
